125.080000,125.010000,125.330000,124.900000,-0.070000,0.430000,1
125.020000,125.040000,125.050000,124.800100,0.020000,0.249900,2
125.621700,124.980000,125.621700,124.805000,-0.641700,0.816700,1
125.580000,125.570000,125.770000,125.520000,-0.010000,0.250000,1
125.465000,125.530000,125.530000,124.990000,0.065000,0.540000,2
125.470000,125.530000,125.647500,125.470000,0.060000,0.177500,2
125.767500,125.510000,125.820000,125.420000,-0.257500,0.400000,1
125.395000,125.749700,125.750000,125.340000,0.354700,0.410000,1
125.290000,125.378000,125.378000,125.140000,0.088000,0.238000,2
125.320000,125.265000,125.380000,125.260000,-0.055000,0.120000,1
125.120000,125.370000,125.380000,125.060000,0.250000,0.320000,2
125.156700,125.150000,125.156700,124.975700,-0.006700,0.181000,2
125.190000,125.150000,125.300000,125.111500,-0.040000,0.188500,2
125.400000,125.210000,125.400000,125.125000,-0.190000,0.275000,1
125.360000,125.366500,125.460000,125.330000,0.006500,0.130000,1
125.360000,125.310000,125.360000,125.244500,-0.050000,0.115500,2
125.460000,125.440000,125.590000,125.380000,-0.020000,0.210000,2
125.575000,125.450000,125.600100,125.400000,-0.125000,0.200100,1
125.330000,125.590000,125.640000,125.320000,0.260000,0.320000,1
125.300000,125.345000,125.345000,125.185000,0.045000,0.160000,1
125.000000,125.280000,125.300000,124.910000,0.280000,0.390000,2
125.050000,124.990000,125.070000,124.880000,-0.060000,0.190000,2
125.070000,125.090000,125.110000,124.935000,0.020000,0.175000,1
125.050000,125.085000,125.096100,124.940000,0.035000,0.156100,2
125.160000,125.080000,125.190000,125.030000,-0.080000,0.160000,2
125.300000,125.200000,125.365000,125.200000,-0.100000,0.165000,1
124.830000,124.830000,125.170000,124.800000,0.000000,0.370000,2
124.835000,124.780000,125.110000,124.770000,-0.055000,0.340000,1
124.660000,124.660000,124.760000,124.600000,0.000000,0.160000,2
125.050000,124.630000,125.110000,124.610000,-0.420000,0.500000,1
124.860000,125.050000,125.240000,124.820000,0.190000,0.420000,2
125.119900,124.900000,125.270000,124.900000,-0.219900,0.370000,2
125.360000,125.200000,125.550000,125.200000,-0.160000,0.350000,1
125.230000,125.355000,125.450000,125.230000,0.125000,0.220000,1
125.040000,125.215000,125.320000,124.960000,0.175000,0.360000,1
124.940000,125.030000,125.080000,124.940000,0.090000,0.140000,1
124.880000,124.920000,124.950000,124.700000,0.040000,0.250000,1
124.700000,124.856600,124.870000,124.520000,0.156600,0.350000,2
124.950000,124.660000,125.050000,124.660000,-0.290000,0.390000,1
124.905000,124.940000,125.054900,124.890000,0.035000,0.164900,1
124.710000,124.910000,124.910000,124.710000,0.200000,0.200000,2
124.720000,124.745000,124.760000,124.600000,0.025000,0.160000,1
124.389100,124.710000,124.710000,124.230000,0.320900,0.480000,1
124.332800,124.427700,124.430000,124.220000,0.094900,0.210000,2
124.360000,124.320000,124.380000,124.200000,-0.040000,0.180000,2
124.450000,124.360000,124.480000,124.270000,-0.090000,0.210000,2
124.620000,124.440000,124.790000,124.370000,-0.180000,0.420000,2
124.870000,124.629900,124.870000,124.600000,-0.240100,0.270000,1
124.800000,124.830000,124.970000,124.800000,0.030000,0.170000,1
124.770000,124.820000,124.960000,124.770000,0.050000,0.190000,2
124.820000,124.720000,124.820000,124.630000,-0.100000,0.190000,2
124.930000,124.820000,125.080000,124.820000,-0.110000,0.260000,1
124.770000,125.000000,125.520000,124.770000,0.230000,0.750000,2
125.115000,124.900000,125.115000,124.830000,-0.215000,0.285000,2
125.520000,125.195400,125.720000,125.195400,-0.324600,0.524600,2
